pkd07;pkd25;Nazwa grupowania PKD 2007;Nazwa grupowania PKD 2025;Opis zakresu klasy/podklasy
7490;7499;Pozostała działalność profesjonalna, naukowa i techniczna, gdzie indziej niesklasyfikowana;Wszelka pozostała działalność profesjonalna, naukowa i techniczna, gdzie indziej niesklasyfikowana;"działalność w zakresie pośrednictwa gospodarczego, to jest pośrednictwo w kupnie i sprzedaży małych i średnich przedsiębiorstw, w tym praktyki zawodowe, ale z wyłączeniem pośrednictwa w obrocie nieruchomościami; działalność rzeczoznawcza inna niż dotycząca nieruchomości i ubezpieczeń (antyków, biżuterii itp.); kontrola rachunków i informacje o stawkach frachtowych; działalność w zakresie prognozowania pogody; doradztwo w zakresie bezpieczeństwa i higieny pracy w miejscu pracy; usługi doradztwa agronomicznego; działalność w zakresie doradztwa środowiskowego; działalność w zakresie doradztwa w zakresie oszczędzania energii; inne doradztwo techniczne; działalność rzeczoznawców ilościowych; działalność prowadzona przez agentów i agencje na rzecz osób fizycznych, zwykle polegająca na pozyskiwaniu zleceń przy produkcji filmowej, teatralnej lub innej rozrywce lub atrakcjach sportowych oraz umieszczaniu książek, sztuk teatralnych, dzieł sztuki, fotografii itp. u wydawców, producentów itp.; obsługa ekonomiczna projektów budowlanych m.in. przez ekonomistów budownictwa; działalność rady nadzorczej; czynności związane z planowaniem i opracowywaniem projektów w zakresie gospodarki łowieckiej; czynności związane z szacowaniem liczebności zwierząt łownych"
7490;8009;Pozostała działalność profesjonalna, naukowa i techniczna, gdzie indziej niesklasyfikowana;Działalność ochroniarska, gdzie indziej niesklasyfikowana;doradztwo w zakresie bezpieczeństwa 
7500;7500;Działalność weterynaryjna;Działalność weterynaryjna;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7711;7711;Wynajem i dzierżawa samochodów osobowych i furgonetek;Wynajem i dzierżawa samochodów osobowych i lekkich pojazdów silnikowych;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7712;7711;Wynajem i dzierżawa pozostałych pojazdów samochodowych, z wyłączeniem motocykli;Wynajem i dzierżawa samochodów osobowych i lekkich pojazdów silnikowych;wynajem i dzierżawa następujących rodzajów pojazdów: pojazdów rekreacyjnych (o dopuszczalnej masie całkowitej nieprzekraczającej 3,5 tony)
7712;7712;Wynajem i dzierżawa pozostałych pojazdów samochodowych, z wyłączeniem motocykli;Wynajem i dzierżawa samochodów ciężarowych;wynajem i dzierżawa następujących rodzajów pojazdów: samochodów ciężarowych, pojazdów kempingowych, przyczep użytkowych i ciężkich pojazdów samochodowych (o dopuszczalnej masie całkowitej powyżej 3,5 tony), pojazdów rekreacyjnych (o dopuszczalnej masie całkowitej powyżej 3,5 tony)
7721;7721;Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego;Wypożyczanie i dzierżawa sprzętu rekreacyjnego i sportowego;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7722;7722;Wypożyczanie kaset wideo, płyt CD, DVD itp.;Wypożyczanie i dzierżawa pozostałych artykułów użytku osobistego i domowego;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7729;7722;Wypożyczanie i dzierżawa pozostałych artykułów użytku osobistego i domowego;Wypożyczanie i dzierżawa pozostałych artykułów użytku osobistego i domowego;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7731;7731;Wynajem i dzierżawa maszyn i urządzeń rolniczych;Wynajem i dzierżawa maszyn i urządzeń rolniczych;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7732;7732;Wynajem i dzierżawa maszyn i urządzeń budowlanych;Wynajem i dzierżawa maszyn i urządzeń budowlanych;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7733;7733;Wynajem i dzierżawa maszyn i urządzeń biurowych, włączając komputery;Wynajem i dzierżawa maszyn i urządzeń biurowych oraz komputerów;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7734;7734;Wynajem i dzierżawa środków transportu wodnego;Wynajem i dzierżawa środków transportu wodnego;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7735;7735;Wynajem i dzierżawa środków transportu lotniczego;Wynajem i dzierżawa środków transportu lotniczego;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7739;7711;Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowane;Wynajem i dzierżawa samochodów osobowych i lekkich pojazdów silnikowych;wynajem i dzierżawa sprzętu do transportu lądowego (innego niż pojazdy silnikowe) bez kierowców: motocykle, kampery (o dopuszczalnej masie całkowitej nieprzekraczającej 3,5 tony)
7739;7712;Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowane;Wynajem i dzierżawa samochodów ciężarowych;wynajem i dzierżawa sprzętu do transportu lądowego (innego niż pojazdy silnikowe) bez kierowców: kampery (o dopuszczalnej masie całkowitej powyżej 3,5 tony)
7739;7739;Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowane;Wynajem i dzierżawa pozostałych maszyn, urządzeń oraz dóbr materialnych, gdzie indziej niesklasyfikowana;"wynajem i dzierżawa pozostałych maszyn i urządzeń bez obsługi, zazwyczaj będących środkami produkcji: silników i turbin, obrabiarek, urządzeń górniczych oraz do wydobywania ropy naftowej, urządzeń górniczych oraz do wydobywania ropy naftowej, profesjonalnego sprzętu radiowego, telewizyjnego i komunikacyjnego, sprzęt do produkcji filmów, sprzęt pomiarowy i kontrolny, inne maszyny naukowe, handlowe i przemysłowe; wynajem i leasing operacyjny sprzętu transportu lądowego (innego niż pojazdy mechaniczne) bez kierowcy: przyczepy kempingowe, pojazdy kolejowe; leasing opon; wynajem sprzętu na eventy, targi i wystawy m.in. do montażu sprzętu zasilającego, oświetleniowego, dźwiękowego i scenicznego; wynajem mebli na eventy, targi i wystawy; wynajem sprzętu medycznego/szpitalnego; wynajem i dzierżawa automatów do gier; wynajem kontenerów mieszkalnych lub biurowych; wynajem zwierząt (np. stada, konie wyścigowe); wynajem pozostałych kontenerów; wynajem palet"
7740;7740;Dzierżawa własności intelektualnej i podobnych produktów, z wyłączeniem prac chronionych prawem autorskim;Dzierżawa własności intelektualnej i podobnych produktów, z wyłączeniem prac chronionych prawem autorskim;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7810;7810;Działalność związana z wyszukiwaniem miejsc pracy i pozyskiwaniem pracowników;Działalność związana z wyszukiwaniem miejsc pracy i pozyskiwaniem pracowników;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7820;7820;Działalność agencji pracy tymczasowej;Działalność agencji pracy tymczasowej i pozostała działalność związana z udostępnianiem pracowników;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7830;7820;Pozostała działalność związana z udostępnianiem pracowników;Działalność agencji pracy tymczasowej i pozostała działalność związana z udostępnianiem pracowników;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7911;5232;Działalność agentów i pośredników turystycznych;Pośrednictwo w transporcie pasażerskim;NULL
7911;5540;Działalność agentów i pośredników turystycznych;Pośrednictwo w zakwaterowaniu;NULL
7911;7751;Działalność agentów i pośredników turystycznych;Pośrednictwo w wynajmie i dzierżawie samochodów osobowych, samochodów kempingowych i przyczep;inne usługi rezerwacji związane z podróżą: usługi w zakresie rezerwacji wynajmu samochodów
7911;7911;Działalność agentów i pośredników turystycznych;Działalność agentów turystycznych;działalność agentów, zajmujących się głównie sprzedażą imprez turystycznych i rejsów wycieczkowych klientom indywidualnym i komercyjnym, w tym doradztwo i opiniowanie spraw w zakresie zakwaterowania
7912;7912;Działalność organizatorów turystyki;Działalność organizatorów turystyki;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
7990;5232;Pozostała działalność usługowa w zakresie rezerwacji i działalności z nią związane;Pośrednictwo w transporcie pasażerskim;inne usługi rezerwacji związane z podróżą: usługi rezerwacji dla transportu pasażerskiego
7990;5540;Pozostała działalność usługowa w zakresie rezerwacji i działalności z nią związane;Pośrednictwo w zakwaterowaniu;inne usługi rezerwacji związane z podróżą: usługi rezerwacji zakwaterowania, usługi rezerwacji nieruchomości będących we współwłasności
7990;5640;Pozostała działalność usługowa w zakresie rezerwacji i działalności z nią związane;Pośrednictwo w zakresie działalności usługowej związanej z wyżywieniem;inne usługi rezerwacji związane z podróżą: usługi rezerwacji dla restauracji
7990;7751;Pozostała działalność usługowa w zakresie rezerwacji i działalności z nią związane;Pośrednictwo w wynajmie i dzierżawie samochodów osobowych, samochodów kempingowych i przyczep;inne usługi rezerwacji związane z podróżą: usługi rezerwacji dla wypożyczalni samochodów
7990;7990;Pozostała działalność usługowa w zakresie rezerwacji i działalności z nią związane;Pozostała działalność usługowa w zakresie rezerwacji oraz działalności z nią związane;"usługi związane ze świadczeniem pomocy turystom: udzielanie informacji turystycznej, działalność niezależnych przewodników turystycznych; działalność związana z promocją turystyki"
7990;8240;Pozostała działalność usługowa w zakresie rezerwacji i działalności z nią związane;Pośrednictwo w zakresie działalności wspomagającej prowadzenie działalności gospodarczej, gdzie indziej niesklasyfikowane;usługi rezerwacji biletów teatralnych, sportowych i rozrywkowych
8010;8001;Działalność ochroniarska, z wyłączeniem obsługi systemów bezpieczeństwa;Działalność detektywistyczna i działalność ochroniarska w zakresie ochrony osobistej;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8020;8009;Działalność ochroniarska w zakresie obsługi systemów bezpieczeństwa;Działalność ochroniarska, gdzie indziej niesklasyfikowana;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8030;8001;Działalność detektywistyczna;Działalność detektywistyczna i działalność ochroniarska w zakresie ochrony osobistej;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8110;8110;Działalność pomocnicza związana z utrzymaniem porządku w budynkach;Działalność pomocnicza związana z utrzymaniem porządku w budynkach;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8121;8121;Niespecjalistyczne sprzątanie budynków i obiektów przemysłowych;Niespecjalistyczne sprzątanie budynków;"ogólne (niespecjalistycznym) sprzątaniem budynków wszelkich typów, na przykład: biur,  prywatnych lokali, posiadłości, na przykład biur, domów i mieszkań, fabryk, sklepów, instytucji; ogólne (niespecjalistyczne) sprzątanie pozostałych lokali użytkowych i zawodowych oraz budynków mieszkalnych wielorodzinnych"
8121;9691;Niespecjalistyczne sprzątanie budynków i obiektów przemysłowych;Działalność usługowa na rzecz osób w miejscu zamieszkania;sprzątanie domów lub mieszkań w domu dla gospodarstw domowych, jeśli wykonywane są również inne czynności domowe, takie jak gotowanie lub pranie
8122;8122;Specjalistyczne sprzątanie budynków i obiektów przemysłowych;Pozostałe sprzątanie budynków i obiektów przemysłowych;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8129;8123;Pozostałe sprzątanie;Pozostałe sprzątanie;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8130;8130;Działalność usługowa związana z zagospodarowaniem terenów zieleni;Działalność usługowa związana z zagospodarowaniem terenów zieleni;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8211;8210;Działalność usługowa związana z administracyjną obsługą biura;Działalność związana z administracyjną obsługą biura, w tym działalność wspomagająca;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8219;1812;Wykonywanie fotokopii, przygotowywanie dokumentów i pozostała specjalistyczna działalność wspomagająca prowadzenie biura;Pozostałe drukowanie;fotokopiowanie dokumentów
8219;8210;Wykonywanie fotokopii, przygotowywanie dokumentów i pozostała specjalistyczna działalność wspomagająca prowadzenie biura;Działalność związana z administracyjną obsługą biura, w tym działalność wspomagająca;"przygotowywanie dokumentów, na przykład edycję, korektę, pisanie na maszynie, komputerowe redagowanie tekstu i wstępną archiwizację; pozostałe usługi sekretarskie; przepisywanie dokumentów; pisanie listów lub streszczeń; wynajem skrzynki pocztowej"
8220;8220;Działalność centrów telefonicznych (call center);Działalność centrów telefonicznych (call center);podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8230;8230;Działalność związana z organizacją targów, wystaw i kongresów;Działalność związana z organizacją targów, wystaw i kongresów;organizacja, promocja i/lub zarządzanie wydarzeniami, takimi jak: targi biznesowe i handlowe,  imprezy firmowe, wystawy ogólne lub specjalistyczne, konferencje i zjazdy, seminaria, sympozja i warsztaty, targi rolnicze i rzemieślnicze
8230;9329;Działalność związana z organizacją targów, wystaw i kongresów;Działalność rozrywkowa i rekreacyjna, gdzie indziej niesklasyfikowana;planowanie techniczne, dostawa, konfiguracja i obsługa sprzętu audiowizualnego i efektów specjalnych związanych z organizacją konwencji i targów handlowych
8291;8291;Działalność świadczona przez agencje inkasa i biura kredytowe;Działalność świadczona przez agencje inkasa i biura kredytowe;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8292;8292;Działalność związana z pakowaniem;Działalność związana z pakowaniem;podklasa PKD 2007 w pełni odzwierciedla podklasę PKD 2025
8299;4360;Pozostała działalność wspomagająca prowadzenie działalności gospodarczej, gdzie indziej niesklasyfikowana;Pośrednictwo w zakresie specjalistycznych usług budowlanych;NULL
8299;4611;Pozostała działalność wspomagająca prowadzenie działalności gospodarczej, gdzie indziej niesklasyfikowana;Działalność agentów zajmujących się sprzedażą hurtową płodów rolnych, żywych zwierząt, surowców dla przemysłu tekstylnego i półproduktów;działalność niezależnych licytatorów
8299;4612;Pozostała działalność wspomagająca prowadzenie działalności gospodarczej, gdzie indziej niesklasyfikowana;Działalność agentów zajmujących się sprzedażą hurtową paliw, rud, metali i chemikaliów przemysłowych;działalność niezależnych licytatorów
